time,seconds_elapsed,bpm
1781116115937437952,5.353389024734497,105.0
1781116120937437952,10.353389024734497,109.0
1781116121937437952,11.353389024734497,108.0
1781116128937437952,18.353389024734497,100.0
1781116134937437952,24.353389024734497,100.0
1781116140937437952,30.353389024734497,102.0
1781116144937437952,34.3533890247345,99.0
1781116146937437952,36.3533890247345,100.0
1781116155937437952,45.3533890247345,104.0
1781116159937437952,49.3533890247345,105.0
1781116165937437952,55.3533890247345,104.0
1781116169937437952,59.3533890247345,109.0
1781116174937437952,64.3533890247345,115.0
1781116180937437952,70.3533890247345,109.0
1781116184937437952,74.3533890247345,106.0
