time,seconds_elapsed,x,y,z
1781116369914223360,0.001982450485229492,0.3020477294921875,-0.4694061279296875,-0.8551483154296875
1781116369924258560,0.012017488479614258,0.274627685546875,-0.3466033935546875,-0.8727569580078125
1781116369934292224,0.022051334381103516,0.312530517578125,-0.2795562744140625,-0.8603973388671875
1781116369944327424,0.03208637237548828,0.329010009765625,-0.352386474609375,-0.8521728515625
1781116369954362368,0.04212141036987305,0.3141632080078125,-0.4356231689453125,-0.8443756103515625
1781116369964396288,0.052155256271362305,0.3001251220703125,-0.4654541015625,-0.8472747802734375
1781116369974431232,0.06219029426574707,0.3027496337890625,-0.4344940185546875,-0.853118896484375
1781116369984466432,0.07222533226013184,0.3180389404296875,-0.3916473388671875,-0.8572540283203125
1781116369994501376,0.0822603702545166,0.3184051513671875,-0.383575439453125,-0.8549041748046875
1781116370004535552,0.09229445457458496,0.305633544921875,-0.4037933349609375,-0.8496246337890625
1781116370014570240,0.10232925415039062,0.305206298828125,-0.4212646484375,-0.84820556640625
1781116370024605184,0.11236429214477539,0.3119049072265625,-0.41009521484375,-0.84552001953125
1781116370034640384,0.12239933013916016,0.30938720703125,-0.396026611328125,-0.85699462890625
1781116370044674304,0.13243341445922852,0.3023681640625,-0.3864898681640625,-0.8604278564453125
1781116370054709504,0.14246845245361328,0.3013763427734375,-0.39617919921875,-0.8622894287109375
1781116370064744448,0.15250349044799805,0.303070068359375,-0.412017822265625,-0.8579254150390625
1781116370074779392,0.1625382900238037,0.30352783203125,-0.4152984619140625,-0.8542938232421875
1781116370086073344,0.17383241653442383,0.303070068359375,-0.4070587158203125,-0.8508453369140625
1781116370096108544,0.1838674545288086,0.305145263671875,-0.3907623291015625,-0.8436126708984375
1781116370106143232,0.19390225410461426,0.3095245361328125,-0.3861236572265625,-0.8514404296875
1781116370116177408,0.20393633842468262,0.3080291748046875,-0.3810577392578125,-0.8559112548828125
1781116370126212352,0.21397137641906738,0.3089447021484375,-0.3746185302734375,-0.861328125
1781116370136247296,0.22400641441345215,0.313873291015625,-0.3848114013671875,-0.86895751953125
1781116370146282496,0.23404145240783691,0.3144378662109375,-0.3916168212890625,-0.865478515625
1781116370156316160,0.24407529830932617,0.317962646484375,-0.3986663818359375,-0.86737060546875
1781116370166351360,0.25411033630371094,0.3194732666015625,-0.4082183837890625,-0.864898681640625
1781116370176386304,0.2641453742980957,0.3194580078125,-0.4079132080078125,-0.8597412109375
1781116370186421504,0.27418041229248047,0.32049560546875,-0.4061279296875,-0.851531982421875
1781116370196455168,0.2842142581939697,0.3233642578125,-0.4061126708984375,-0.8506622314453125
1781116370206490368,0.2942492961883545,0.324798583984375,-0.4020538330078125,-0.8486785888671875
1781116370216525312,0.30428433418273926,0.3255462646484375,-0.3898468017578125,-0.8569488525390625
1781116370226560256,0.314319372177124,0.3232879638671875,-0.37353515625,-0.857879638671875
1781116370236594432,0.3243534564971924,0.3217315673828125,-0.3746795654296875,-0.8595428466796875
1781116370246629120,0.33438825607299805,0.31915283203125,-0.3961334228515625,-0.861053466796875
1781116370256664320,0.3444232940673828,0.3167877197265625,-0.41375732421875,-0.8581695556640625
1781116370266698240,0.35445737838745117,0.3181304931640625,-0.415618896484375,-0.85125732421875
1781116370276733440,0.36449241638183594,0.3170623779296875,-0.4127197265625,-0.8483123779296875
1781116370286768384,0.3745274543762207,0.31414794921875,-0.40789794921875,-0.8424072265625
1781116370296803328,0.38456225395202637,0.3127288818359375,-0.4031982421875,-0.8448333740234375
1781116370306837248,0.3945963382720947,0.31414794921875,-0.3958587646484375,-0.8451690673828125
1781116370316872448,0.4046313762664795,0.3173065185546875,-0.3931732177734375,-0.852569580078125
1781116370326907392,0.41466641426086426,0.3188018798828125,-0.3859405517578125,-0.864837646484375
1781116370336942336,0.424701452255249,0.31890869140625,-0.361053466796875,-0.8623199462890625
1781116370346976256,0.4347352981567383,0.3192596435546875,-0.3642578125,-0.8688812255859375
1781116370357011200,0.44477033615112305,0.31256103515625,-0.3809967041015625,-0.867828369140625
1781116370367046400,0.4548053741455078,0.3082427978515625,-0.3980255126953125,-0.8625946044921875
1781116370377081344,0.4648404121398926,0.3069000244140625,-0.4059906005859375,-0.8578033447265625
1781116370387115264,0.47487425804138184,0.30767822265625,-0.3973541259765625,-0.8621673583984375
1781116370397150208,0.4849092960357666,0.30902099609375,-0.3717193603515625,-0.857574462890625
1781116370407185408,0.49494433403015137,0.313018798828125,-0.3597259521484375,-0.85711669921875
1781116370417220352,0.5049793720245361,0.3144378662109375,-0.37017822265625,-0.8675689697265625
1781116370427254528,0.5150134563446045,0.316192626953125,-0.3715667724609375,-0.87640380859375
1781116370437289216,0.5250482559204102,0.3217010498046875,-0.3509521484375,-0.881256103515625
1781116370447324160,0.5350832939147949,0.326751708984375,-0.33087158203125,-0.8927459716796875
1781116370457358336,0.5451173782348633,0.32708740234375,-0.3202362060546875,-0.8966827392578125
1781116370467393280,0.555152416229248,0.324737548828125,-0.333831787109375,-0.894683837890625
1781116370477428480,0.5651874542236328,0.3174285888671875,-0.3548126220703125,-0.887420654296875
1781116370487463168,0.5752222537994385,0.3108062744140625,-0.367156982421875,-0.88238525390625
1781116370497497344,0.5852563381195068,0.308349609375,-0.3510894775390625,-0.8690643310546875
1781116370507532288,0.5952913761138916,0.3089599609375,-0.341094970703125,-0.8743743896484375
1781116370517567488,0.6053264141082764,0.30316162109375,-0.3382720947265625,-0.877960205078125
1781116370527602432,0.6153614521026611,0.2993011474609375,-0.3326568603515625,-0.8770751953125
1781116370537636352,0.6253952980041504,0.299835205078125,-0.338470458984375,-0.8765869140625
1781116370547671296,0.6354303359985352,0.3026580810546875,-0.3529510498046875,-0.8791351318359375
1781116370557706240,0.6454653739929199,0.303558349609375,-0.360198974609375,-0.8754730224609375
1781116370567740416,0.6554994583129883,0.3007354736328125,-0.359771728515625,-0.871917724609375
1781116370577775360,0.665534257888794,0.295074462890625,-0.362823486328125,-0.8701324462890625
1781116370587810304,0.6755692958831787,0.295806884765625,-0.370208740234375,-0.868499755859375
1781116370597845248,0.6856043338775635,0.2994232177734375,-0.37359619140625,-0.86993408203125
1781116370607879424,0.6956384181976318,0.3087158203125,-0.3692626953125,-0.87469482421875
1781116370617914368,0.7056734561920166,0.319488525390625,-0.3533172607421875,-0.8755340576171875
1781116370627949312,0.7157082557678223,0.3286895751953125,-0.34149169921875,-0.8805389404296875
1781116370637984256,0.725743293762207,0.3272857666015625,-0.3472137451171875,-0.884796142578125
1781116370648018432,0.7357773780822754,0.32177734375,-0.3428802490234375,-0.8819732666015625
1781116370658053376,0.7458124160766602,0.3192138671875,-0.3389739990234375,-0.8761444091796875
1781116370668088320,0.7558474540710449,0.321197509765625,-0.33563232421875,-0.8735504150390625
1781116370678123264,0.7658822536468506,0.3172760009765625,-0.345733642578125,-0.8691558837890625
1781116370688157440,0.775916337966919,0.314178466796875,-0.3491668701171875,-0.865509033203125
1781116370698192128,0.7859511375427246,0.3123626708984375,-0.3573150634765625,-0.868255615234375
1781116370708227072,0.7959861755371094,0.308502197265625,-0.3640899658203125,-0.867340087890625
1781116370718262272,0.8060212135314941,0.3071746826171875,-0.3679656982421875,-0.872344970703125
1781116370728296192,0.8160552978515625,0.3083343505859375,-0.3637237548828125,-0.8748779296875
1781116370738331392,0.8260903358459473,0.3123626708984375,-0.3561859130859375,-0.884063720703125
1781116370748366080,0.8361251354217529,0.317138671875,-0.32940673828125,-0.8818817138671875
