version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
4,Watch6.6,1781116673044,2026-06-10_18-37-53,Europe/Berlin,watchos,1.59,2392741E-E9ED-4DFC-95B8-5FD51B40E07D,WristMotion|WatchLocation|WatchCompass|HeartRate|WatchAccelerometerUncalibrated|WatchMagnetometer|WatchBarometer,0|0|0|0|0|0|0,false
