version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
4,Watch6.6,1781555839654,2026-06-15_20-37-19,Europe/Berlin,watchos,1.59,2392741E-E9ED-4DFC-95B8-5FD51B40E07D,HeartRate|WatchCompass|WatchLocation|WristMotion|WatchAccelerometerUncalibrated|WatchMagnetometer|WatchBarometer,0|0|0|0|0|0|0,false
