time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1781116221196007936,-69.10419702529907,49.429850911314844,11.08227356127831,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,21.373467673338027,-1.0,-1.0
1781116231266709760,-59.0334951877594,49.42986544790434,11.082281714686316,0.0,317.9000226135251,-1.0,-1.0,30.442635515329084,23.895014,-1.0,-1.0
1781116279888462080,-10.411742925643921,49.42984506124406,11.082272621020575,0.0,316.73990127563565,-1.0,-1.0,2.6237349697561236,15.495014000000001,-1.0,-1.0
1781116290842927872,0.5427229404449463,49.42984506266756,11.082272620848762,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,38.10160641809171,-1.0,-1.0
1781116297011038976,6.71083402633667,49.42986678941381,11.082286352973227,365.2074340820312,319.61743392944334,-1.0,-1.0,30.0,21.995194952318514,-1.0,-1.0
1781116303206931968,12.906727075576782,49.429863473779186,11.082281586966632,365.2074340820312,319.61743392944334,-1.0,-1.0,30.0,20.548907601952767,-1.0,-1.0
1781116309406882048,19.106677055358887,49.42985917605574,11.082278259099153,365.2074340820312,319.61743392944334,-1.0,-1.0,30.0,21.959020193834874,-1.0,-1.0
1781116302982356480,12.682151556015015,49.42986442391867,11.08228327791183,0.0,316.7399877929687,-1.0,-1.0,3.593892006951663,20.995013999999998,-1.0,-1.0
1781116315930530048,25.630325078964233,49.42986442434668,11.082283277859913,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,20.9020382562705,-1.0,-1.0
1781116316810814976,26.5106098651886,49.42985417565711,11.082277493503339,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,15.153265551273655,-1.0,-1.0
1781116321831070976,31.530865907669067,49.429859160017486,11.082275388129581,365.207445526123,319.61744537353513,-1.0,-1.0,30.0,22.98747434180293,-1.0,-1.0
1781116327687984640,37.387779712677,49.429850522381905,11.08227543159617,0.0,316.7399877929687,-1.0,-1.0,12.592498837697583,12.595014,-1.0,-1.0
1781116328295857920,37.99565291404724,49.42985052253458,11.082275431577717,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,12.479963970998169,-1.0,-1.0
1781116334997116160,44.696911096572876,49.42985602869805,11.08227773100263,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,9.817072784299333,-1.0,-1.0
1781116340192524032,49.89231896400452,49.42985602878341,11.082277730988313,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,9.817186019425122,-1.0,-1.0
1781116340206233088,49.906028032302856,49.429856028783405,11.082277730988313,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,9.817186020355273,-1.0,-1.0
1781116350006341888,59.70613694190979,49.4298572350537,11.082278114721595,362.3299879455566,316.7399877929687,-1.0,-1.0,3.0,8.96545555198447,-1.0,-1.0
1781116352831499008,62.531294107437134,49.429862963475834,11.082280846588148,365.2074340820312,319.61743392944334,-1.0,-1.0,30.0,21.9799215612042,-1.0,-1.0
1781116359044864256,68.74465918540955,49.4298592252294,11.082281105482503,365.2074340820312,319.61743392944334,-1.0,-1.0,30.0,47.256158636694835,-1.0,-1.0
