time,seconds_elapsed,x,y,z
1781551789157431552,0.00967860221862793,-0.0807952880859375,-0.4842681884765625,-0.831268310546875
1781551789167466752,0.019713640213012695,-0.1183929443359375,-0.4705047607421875,-0.8963623046875
1781551789177501440,0.02974843978881836,-0.1551361083984375,-0.3834686279296875,-0.9341888427734375
1781551789187536384,0.039783477783203125,-0.105438232421875,-0.3973236083984375,-0.88128662109375
1781551789197571584,0.04981851577758789,-0.0341949462890625,-0.491302490234375,-0.8426666259765625
1781551789207606528,0.059853553771972656,-0.0375213623046875,-0.5540924072265625,-0.8240814208984375
1781551789217641472,0.06988859176635742,-0.0663299560546875,-0.58563232421875,-0.81427001953125
1781551789227676672,0.07992362976074219,-0.0770111083984375,-0.5968475341796875,-0.8058624267578125
1781551789237711616,0.08995866775512695,-0.069732666015625,-0.6025238037109375,-0.7961883544921875
1781551789247746560,0.09999346733093262,-0.0649871826171875,-0.613800048828125,-0.7769927978515625
1781551789257781504,0.11002850532531738,-0.0634918212890625,-0.6229705810546875,-0.7547760009765625
1781551789267816448,0.12006354331970215,-0.0774993896484375,-0.631866455078125,-0.7445526123046875
1781551789277851648,0.13009858131408691,-0.0991973876953125,-0.6295928955078125,-0.7566680908203125
1781551789287886592,0.14013361930847168,-0.1002655029296875,-0.6219024658203125,-0.7802581787109375
1781551789297921536,0.15016865730285645,-0.086151123046875,-0.5924530029296875,-0.8010711669921875
1781551789307956480,0.1602034568786621,-0.0731048583984375,-0.5428924560546875,-0.82281494140625
1781551789317991424,0.17023849487304688,-0.070281982421875,-0.4958648681640625,-0.84808349609375
1781551789328026624,0.18027353286743164,-0.070770263671875,-0.4540557861328125,-0.8606109619140625
1781551789338061568,0.1903085708618164,-0.0648040771484375,-0.438690185546875,-0.8606719970703125
1781551789348096512,0.20034360885620117,-0.055938720703125,-0.4530792236328125,-0.8690643310546875
1781551789358131712,0.21037864685058594,-0.0534515380859375,-0.4867401123046875,-0.8676300048828125
1781551789368165376,0.2204124927520752,-0.0560760498046875,-0.5142822265625,-0.8585968017578125
1781551789378200576,0.23044753074645996,-0.0648040771484375,-0.529693603515625,-0.860107421875
1781551789388235520,0.24048256874084473,-0.074798583984375,-0.532684326171875,-0.851654052734375
1781551789398270720,0.2505176067352295,-0.0689697265625,-0.536773681640625,-0.844940185546875
1781551789408305664,0.26055264472961426,-0.0680389404296875,-0.527313232421875,-0.8531341552734375
1781551789418340352,0.2705874443054199,-0.077484130859375,-0.5084991455078125,-0.856689453125
1781551789428375552,0.2806224822998047,-0.083099365234375,-0.4581451416015625,-0.872344970703125
1781551789438410496,0.29065752029418945,-0.0454864501953125,-0.41314697265625,-0.846649169921875
1781551789448445440,0.3006925582885742,-0.0247955322265625,-0.51287841796875,-0.81475830078125
1781551789458480640,0.310727596282959,-0.05194091796875,-0.58673095703125,-0.799591064453125
1781551789468515584,0.32076263427734375,-0.0471343994140625,-0.6378326416015625,-0.7779541015625
1781551789478550528,0.3307974338531494,0.0206298828125,-0.705810546875,-0.775634765625
1781551789488585472,0.3408324718475342,0.06683349609375,-0.84320068359375,-0.767913818359375
1781551789498620416,0.35086750984191895,0.0609588623046875,-0.926483154296875,-0.717529296875
1781551789508655616,0.3609025478363037,0.1223907470703125,-0.9629974365234375,-0.7158203125
1781551789518690560,0.3709375858306885,0.205657958984375,-0.97137451171875,-0.7330322265625
1781551789528725504,0.38097262382507324,0.263702392578125,-0.96734619140625,-0.726531982421875
1781551789538760704,0.391007661819458,0.32965087890625,-1.0210113525390625,-0.7697906494140625
1781551789548795392,0.40104246139526367,0.441314697265625,-1.055938720703125,-0.811767578125
1781551789558830592,0.41107749938964844,0.5462188720703125,-1.023284912109375,-0.8102264404296875
1781551789568865536,0.4211125373840332,0.636871337890625,-0.9281768798828125,-0.7681121826171875
1781551789578900480,0.43114757537841797,0.6987457275390625,-0.7532958984375,-0.661895751953125
1781551789588934656,0.44118165969848633,0.720123291015625,-0.5166778564453125,-0.52215576171875
1781551789598969344,0.451216459274292,0.7072601318359375,-0.3037109375,-0.3329010009765625
1781551789609004544,0.46125149726867676,0.65142822265625,-0.1316986083984375,-0.0794830322265625
1781551789619039488,0.4712865352630615,0.5702667236328125,-0.0168914794921875,0.20892333984375
1781551789629074688,0.4813215732574463,0.4939727783203125,0.1414031982421875,0.4915008544921875
1781551789639109632,0.49135661125183105,0.45550537109375,0.4105682373046875,0.7603912353515625
1781551789649144576,0.5013916492462158,0.4210357666015625,0.7021484375,0.9133758544921875
1781551789659179520,0.5114264488220215,0.3426513671875,0.9375762939453125,0.9384307861328125
1781551789669214464,0.5214614868164062,0.1793365478515625,1.0798187255859375,0.87420654296875
1781551789679249408,0.531496524810791,-0.022918701171875,1.0226287841796875,0.6717987060546875
1781551789689284608,0.5415315628051758,-0.162811279296875,0.8787078857421875,0.5741424560546875
1781551789699319552,0.5515666007995605,-0.2445068359375,0.8416595458984375,0.6797027587890625
1781551789709354752,0.5616016387939453,-0.2821197509765625,0.7719879150390625,0.632232666015625
1781551789719389440,0.571636438369751,-0.28143310546875,0.7060546875,0.5003662109375
1781551789729424384,0.5816714763641357,-0.256378173828125,0.7321624755859375,0.397003173828125
1781551789739459584,0.5917065143585205,-0.23736572265625,0.792083740234375,0.2435760498046875
1781551789749494528,0.6017415523529053,-0.239532470703125,0.820526123046875,0.076324462890625
1781551789759529472,0.61177659034729,-0.2512664794921875,0.7537841796875,-0.0075836181640625
1781551789769564672,0.6218116283416748,-0.24267578125,0.6322479248046875,0.0184326171875
1781551789779599616,0.6318466663360596,-0.2358856201171875,0.538238525390625,0.0885009765625
1781551789789634560,0.6418814659118652,-0.2360076904296875,0.5089111328125,0.191925048828125
1781551789799668480,0.6519155502319336,-0.241180419921875,0.5512237548828125,0.268951416015625
1781551789809703680,0.6619505882263184,-0.2223663330078125,0.6777801513671875,0.2531280517578125
1781551789819738624,0.6719856262207031,-0.17327880859375,0.8932037353515625,0.234893798828125
1781551789829773568,0.6820206642150879,-0.125640869140625,1.17236328125,0.2782745361328125
1781551789839808512,0.6920554637908936,-0.07354736328125,1.3897552490234375,0.271484375
1781551789849843456,0.7020905017852783,-7.62939453125e-05,1.4436798095703125,0.2295074462890625
1781551789859878656,0.7121255397796631,0.045318603515625,1.409454345703125,0.173797607421875
1781551789869913600,0.7221605777740479,0.0640411376953125,1.315155029296875,0.052520751953125
1781551789879948544,0.7321956157684326,0.1439971923828125,1.31536865234375,-0.1282806396484375
1781551789889983744,0.7422306537628174,0.27410888671875,1.43212890625,-0.3056488037109375
1781551789900018432,0.752265453338623,0.3700103759765625,1.6121673583984375,-0.4298858642578125
1781551789910053376,0.7623004913330078,0.414703369140625,1.817779541015625,-0.5009765625
1781551789920088576,0.7723355293273926,0.4013824462890625,1.9889068603515625,-0.481689453125
1781551789930123520,0.7823705673217773,0.32080078125,2.057098388671875,-0.411468505859375
1781551789940158720,0.7924056053161621,0.2087249755859375,2.0251007080078125,-0.32684326171875
1781551789950193664,0.8024406433105469,0.1171875,1.9175262451171875,-0.3164825439453125
1781551789960228352,0.8124754428863525,0.0642547607421875,1.793548583984375,-0.401031494140625
1781551789970263552,0.8225104808807373,0.0351715087890625,1.7167205810546875,-0.4623565673828125
1781551789980298496,0.8325455188751221,-0.01312255859375,1.6779937744140625,-0.4987945556640625
1781551789990333440,0.8425805568695068,-0.065521240234375,1.6548919677734375,-0.5279541015625
1781551790000367616,0.8526146411895752,-0.10809326171875,1.6238861083984375,-0.5724945068359375
1781551790010402560,0.8626494407653809,-0.125640869140625,1.5821075439453125,-0.6341552734375
1781551790020437504,0.8726844787597656,-0.1300506591796875,1.5257720947265625,-0.7083282470703125
1781551790030472448,0.8827195167541504,-0.1185455322265625,1.4512939453125,-0.8126373291015625
1781551790040507648,0.8927545547485352,-0.09808349609375,1.3630218505859375,-0.87554931640625
1781551790050542592,0.9027895927429199,-0.0860443115234375,1.249267578125,-0.8309478759765625
1781551790060577536,0.9128246307373047,-0.0836181640625,1.1042022705078125,-0.7742156982421875
1781551790070612736,0.9228596687316895,-0.06622314453125,0.9787139892578125,-0.767181396484375
1781551790080647424,0.9328944683074951,-0.024383544921875,0.977691650390625,-0.71588134765625
1781551790090682624,0.9429295063018799,0.05609130859375,1.099884033203125,-0.83905029296875
1781551790100717568,0.9529645442962646,0.1485137939453125,1.2198486328125,-1.0858306884765625
