version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
4,Watch6.6,1780771634222,2026-06-06_18-47-14,Europe/Berlin,watchos,1.59,2392741E-E9ED-4DFC-95B8-5FD51B40E07D,WatchCompass|WatchMagnetometer|WristMotion|WatchBarometer|WatchLocation|WatchAccelerometerUncalibrated|HeartRate,0|0|0|0|0|0|0,false
