time,seconds_elapsed,relativeAltitude,pressure
1780770685075754240,3.738892078399658,-0.06999969482421875,97.86897277832031
1780770687654574848,6.317712783813477,-0.119999885559082,97.8692855834961
1780770690209861888,8.872999906539917,-0.1400003433227539,97.869384765625
1780770692783628032,11.446765899658203,-0.130000114440918,97.86934661865234
1780770695357231104,14.020369052886963,-0.1500005722045898,97.8694076538086
1780770697924560896,16.587698936462402,-0.1500005722045898,97.86949157714844
1780770700489534976,19.15267276763916,-0.1700000762939453,97.8696060180664
1780770703054637824,21.71777582168579,-0.1599998474121094,97.86971282958984
1780770705627311872,24.290449857711792,-0.1599998474121094,97.86971282958984
1780770708196305920,26.85944390296936,-0.1500005722045898,97.86956024169922
1780770710768041216,29.43117904663086,-0.1700000762939453,97.86962127685547
1780770713344833024,32.00797080993652,-0.1900005340576172,97.86992645263672
