time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw
1781555679313023232,0.16347622871398926,0.05215730145573616,-0.0037359753623604774,0.058808401226997375,-0.05561117082834244,-0.22707711160182953,-0.9722877144813538,-0.01172586902976036,0.02097664773464203,-0.02284473180770874,-0.9876605014210191,-0.11080050310831897,0.039741585199536945,0.10329923977347155,0.2290753360545336,-0.057133961889615094,-0.20184738644173775
1781555679323058432,0.17351126670837402,0.13601171970367432,0.05037413164973259,0.04565132036805153,-0.0555030032992363,-0.22796541452407837,-0.9720860123634338,-0.0229424387216568,0.022048041224479675,-0.012639939785003662,-0.9876402556601516,-0.11126834465212397,0.0397033286192438,0.10300417688544769,0.2299875589510727,-0.05703487780099805,-0.20124560347354303
1781555679333093376,0.1835463047027588,0.19022409617900848,0.09113860130310059,0.02183547057211399,-0.05483615770936012,-0.22962749004364014,-0.9717325568199158,-0.024936791509389877,0.01789654791355133,0.0012278556823730469,-0.9875763514424228,-0.1121550649353188,0.03943284504473333,0.10275833077726082,0.23169492450920737,-0.05637153608709643,-0.20079429713345698
1781555679343128320,0.19358134269714355,0.15386368334293365,0.09624654799699783,-0.005430238321423531,-0.05393723398447037,-0.23131683468818665,-0.9713821411132812,-0.019106589257717133,0.01003389060497284,0.007652342319488525,-0.9875014751049882,-0.11306299956266813,0.03905993211796465,0.10262529889320958,0.23343100778871925,-0.055469314729180916,-0.2005996117076197
1781555679353163264,0.20361614227294922,0.11313969641923904,0.08437737077474594,-0.007770890835672617,-0.053031206130981445,-0.2326163798570633,-0.9711216688156128,-0.009712934494018555,0.007717102766036987,0.01988881826400757,-0.9874396150963339,-0.11376993251091856,0.03867251501303903,0.10258572196974863,0.23476698882310332,-0.05455401384309876,-0.20060362161082806
1781555679363198208,0.21365118026733398,0.08099135011434555,0.06507411599159241,0.009599577635526657,-0.052290916442871094,-0.23358279466629028,-0.9709298014640808,-0.005066867917776108,0.006043761968612671,0.020780324935913086,-0.9873966842249734,-0.11430008049965439,0.03834810320263792,0.10253127135628987,0.23576079338677575,-0.053804553054591565,-0.20056476889043542
1781555679373233408,0.22368621826171875,0.036850783973932266,0.03875169903039932,0.020596833899617195,-0.051849789917469025,-0.2341374307870865,-0.970819890499115,-0.002990301698446274,-0.006371587514877319,0.01342242956161499,-0.9873825168144111,-0.11460903693926695,0.03814213310385479,0.10240012976405281,0.23633124889167656,-0.05335755412145096,-0.20034247636074576
1781555679383268352,0.23372125625610352,-0.002574384678155184,0.02423027902841568,-0.010202090255916119,-0.051571596413850784,-0.234281986951828,-0.9707998633384705,-0.006045591086149216,-0.007112056016921997,0.012898862361907959,-0.9873823853922018,-0.11469829702283947,0.03800501808454283,0.10235275155390626,0.23647993969640832,-0.05307290539555396,-0.200277386062507
1781555679393303296,0.24375629425048828,-0.021397607401013374,-0.0027307653799653053,-0.02210109494626522,-0.05140790343284607,-0.2341848611831665,-0.9708319306373596,-0.0005177520215511322,0.010338425636291504,0.006796896457672119,-0.987381808798749,-0.1146540178014428,0.037927281671228635,0.1024364942797569,0.2363800260701164,-0.052903014301884974,-0.2004681933631275
1781555679403339264,0.25379228591918945,-0.04646247997879982,-0.04107536002993584,-0.016271967440843582,-0.05157405883073807,-0.23384740948677063,-0.9709044694900513,0.004302334040403366,0.01021459698677063,0.0036193132400512695,-0.9873877687952574,-0.11446969058022836,0.03800590753905891,0.10255586980059453,0.23603293226964714,-0.0530697234842571,-0.20069570478039386
1781555679413374464,0.2638273239135742,-0.044215038418769836,-0.0426599383354187,0.0015712120803073049,-0.0520065538585186,-0.23337286710739136,-0.9709956049919128,0.00023348256945610046,-0.005305111408233643,-0.003293335437774658,-0.9874030923283322,-0.11420400475940803,0.03820538989426251,0.10263075043175911,0.2355448965022471,-0.05350890461702302,-0.20080371750456208
1781555679423409408,0.273862361907959,-0.02069772779941559,-0.018958337604999542,0.024104483425617218,-0.0523347407579422,-0.23304545879364014,-0.9710565805435181,-0.011996317654848099,-0.010576382279396057,-0.0005620718002319336,-0.9874216775644333,-0.1140224078599875,0.03834838257622146,0.10259960304817345,0.2352081940435341,-0.0538425451934175,-0.20070708016607897
1781555679433444352,0.28389716148376465,-0.012773226946592331,0.0007248190231621265,0.022824835032224655,-0.0524691641330719,-0.23287583887577057,-0.9710900187492371,-0.014715287834405899,-0.011325821280479431,0.0054528117179870605,-0.9874431874138688,-0.11393436437566878,0.038392041016179254,0.10247459287658663,0.23503378458796112,-0.05397871720136563,-0.20044080364016412
1781555679443479296,0.2939321994781494,0.007585841231048107,-0.005546392407268286,0.006111635360866785,-0.05253000929951668,-0.23283979296684265,-0.9710953831672668,-0.007574368268251419,-0.003854528069496155,0.006785690784454346,-0.9874512927798607,-0.11391552460397401,0.03841307910601818,0.10240957687545824,0.2349967228453206,-0.05404089303774885,-0.2003025077332976
