time,seconds_elapsed,bpm
1781551554952137984,5.674323081970215,145.0
1781551559952137984,10.674323081970215,137.0
1781551562952137984,13.674323081970215,133.0
1781551569952137984,20.674323081970215,123.0
1781551573952137984,24.674323081970215,121.0
1781551575952137984,26.674323081970215,120.0
1781551580952137984,31.674323081970215,115.0
1781551589952137984,40.674323081970215,107.0
1781551591952137984,42.674323081970215,106.0
1781551598952137984,49.674323081970215,107.0
1781551604952137984,55.674323081970215,99.0
1781551609952137984,60.674323081970215,103.0
1781551610952137984,61.674323081970215,103.0
1781551619952137984,70.67432308197021,103.0
1781551624952137984,75.67432308197021,97.0
1781551626952137984,77.67432308197021,96.0
1781551630952137984,81.67432308197021,92.0
1781551639952137984,90.67432308197021,91.0
1781551644952137984,95.67432308197021,91.0
1781551649952137984,100.67432308197021,91.0
1781551650952137984,101.67432308197021,91.0
1781551658952137984,109.67432308197021,91.0
1781551660952137984,111.67432308197021,90.0
1781551665952137984,116.67432308197021,94.0
