time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1781551547256088064,-2.0217268466949463,49.42986679273462,11.082291141202097,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,20.95377078060704,-1.0,-1.0
1781551553654176000,4.376361131668091,49.42988399668721,11.08225544275856,0.0,317.607529861331,-1.0,-1.0,30.00007143014066,14.795014,-1.0,-1.0
1781551553655582976,4.377768039703369,49.42988440115171,11.082255888913581,364.9149372404814,319.3249370878935,-1.0,-1.0,30.410523177076488,14.701414695911923,-1.0,-1.0
1781551553681442048,4.403627157211304,49.429884433600066,11.08225580061434,364.9098650179407,319.3198648653528,-1.0,-1.0,30.422458680890916,14.701419150967359,-1.0,-1.0
1781551556114508032,6.836693286895752,49.42987335502076,11.082261534396313,364.78671610204196,319.1967159494541,-1.0,-1.0,30.0,12.240077340784714,-1.0,-1.0
1781551559816221952,10.53840708732605,49.42987376016363,11.082291134028372,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,20.98910141203855,-1.0,-1.0
1781551566027645952,16.749831199645996,49.429900324073714,11.082365793659356,365.13738830566405,319.54738815307616,-1.0,-1.0,30.0,21.959217892320158,-1.0,-1.0
1781551578594990080,29.317175149917603,49.42996991919095,11.082455380134896,365.13731964111327,319.5473194885254,-1.0,-1.0,30.0,83.7813307587508,-1.0,-1.0
1781551584860517120,35.58270215988159,49.429894619046465,11.082352082682421,365.1373959350586,319.5473957824707,-1.0,-1.0,30.0,21.285869553444595,-1.0,-1.0
1781551599875076096,50.59726119041443,49.42989146257034,11.082347752598533,365.1373959350586,319.5473957824707,-1.0,-1.0,30.0,17.244697429152858,-1.0,-1.0
1781551614880807936,65.60299301147461,49.42989033183668,11.08234620144738,365.1373959350586,319.5473957824707,-1.0,-1.0,30.0,16.621782452832996,-1.0,-1.0
1781551629886529024,80.60871410369873,49.4298898540316,11.082345545989847,365.1373959350586,319.5473957824707,-1.0,-1.0,30.0,16.493398649861724,-1.0,-1.0
1781551644892285696,95.61447095870972,49.429889655228536,11.08234527326992,365.1373959350586,319.5473957824707,-1.0,-1.0,30.0,16.0762238655396,-1.0,-1.0
1781551660104258048,110.82644319534302,49.4298813445884,11.082325594920968,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,13.261866958176475,-1.0,-1.0
1781551666301955072,117.02414011955261,49.42988344536754,11.082279206048655,365.1374836730957,319.5474835205078,-1.0,-1.0,30.0,13.706602893566654,-1.0,-1.0
1781551672552937984,123.27512311935425,49.42988603429444,11.08230138845418,365.1373959350586,319.5473957824707,-1.0,-1.0,30.0,13.076155434643109,-1.0,-1.0
