time,seconds_elapsed,relativeAltitude,pressure
1781551849854438912,4.422070026397705,-0.1799993515014648,97.90594482421875
1781551852421330944,6.988961935043335,-0.369999885559082,97.90702819824219
1781551854984228096,9.551859140396118,-0.3899993896484375,97.90750122070312
1781551857567867904,12.135499000549316,-0.2899999618530273,97.90689849853516
1781551860152135936,14.719766855239868,-0.1700000762939453,97.90565490722656
1781551862708828928,17.27645993232727,-0.1599998474121094,97.90499877929688
1781551865264616960,19.832247972488403,-0.1499996185302734,97.90470123291016
1781551867831342080,22.398972988128662,-0.1599998474121094,97.90472412109375
1781551870398045952,24.96567702293396,-0.1899995803833008,97.90503692626953
1781551872972056832,27.539687871932983,-0.2399997711181641,97.90556335449219
1781551875538377984,30.106009006500244,-0.2699995040893555,97.90602111816406
1781551878108747008,32.67637801170349,-0.2799997329711914,97.90615844726562
1781551880667472896,35.23510384559631,-0.2699995040893555,97.90630340576172
1781551883227522816,37.795153856277466,-0.25,97.9059066772461
1781551885815094016,40.38272500038147,-0.3099994659423828,97.90608215332031
1781551888386429952,42.95406103134155,-0.4299993515014648,97.90692138671875
1781551890958876160,45.52650713920593,-0.5099992752075195,97.90866088867188
1781551893518637056,48.086267948150635,-0.3899993896484375,97.90827941894531
1781551896081454080,50.64908504486084,-0.2599992752075195,97.90664672851562
1781551898641912832,53.20954394340515,-0.25,97.90583038330078
1781551901213788928,55.7814199924469,-0.2299995422363281,97.90575408935547
1781551903783033856,58.35066485404968,-0.2299995422363281,97.90564727783203
1781551906365024000,60.93265509605408,-0.25,97.90564727783203
1781551908919430912,63.487061977386475,-0.2599992752075195,97.90597534179688
1781551911492749056,66.06037998199463,-0.2599992752075195,97.90605926513672
1781551914061105920,68.62873697280884,-0.2799997329711914,97.9061050415039
1781551916623077888,71.19070887565613,-0.2799997329711914,97.9061279296875
1781551919195282944,73.76291394233704,-0.2799997329711914,97.9061508178711
1781551921767208960,76.3348400592804,-0.2899999618530273,97.90620422363281
1781551924334056960,78.90168786048889,-0.2799997329711914,97.90621948242188
1781551926900440064,81.46807098388672,-0.2999992370605469,97.90641784667969
1781551929467390976,84.03502202033997,-0.3199996948242188,97.90674591064453
1781551932103538944,86.6711699962616,-0.3299999237060547,97.90679931640625
1781551934611813120,89.17944407463074,-0.3499994277954102,97.90692138671875
1781551937173737984,91.74136900901794,-0.3599996566772461,97.90711212158203
1781551939750256896,94.31788802146912,-0.3599996566772461,97.90715026855469
1781551942316952064,96.88458299636841,-0.3199996948242188,97.90680694580078
1781551944882227968,99.44985890388489,-0.3400001525878906,97.90668487548828
1781551947457432064,102.02506303787231,-0.3599996566772461,97.90702056884766
1781551950047836928,104.61546802520752,-0.2899999618530273,97.90711975097656
