time,seconds_elapsed,bpm
1781555686331568128,7.182020902633667,134.0
1781555692331568128,13.182020902633667,128.0
1781555695331568128,16.182020902633667,125.0
1781555698331568128,19.182020902633667,121.0
1781555707331568128,28.182020902633667,122.0
1781555711331568128,32.18202090263367,121.0
1781555713331568128,34.18202090263367,119.0
1781555719331568128,40.18202090263367,115.0
1781555723331568128,44.18202090263367,115.0
1781555732331568128,53.18202090263367,116.0
1781555735331568128,56.18202090263367,115.0
1781555740331568128,61.18202090263367,111.0
1781555745331568128,66.18202090263367,112.0
