time,seconds_elapsed,x,y,z
1781116024194989056,0.012181997299194336,0.1358184814453125,-0.1705169677734375,-0.981903076171875
1781116024205022976,0.022216081619262695,0.1249237060546875,-0.21405029296875,-0.980316162109375
1781116024215057152,0.032250165939331055,0.1362762451171875,-0.2755584716796875,-0.9770965576171875
1781116024225092096,0.04228520393371582,0.1462249755859375,-0.3142242431640625,-0.9835968017578125
1781116024235126016,0.05231904983520508,0.1498565673828125,-0.3338623046875,-0.96807861328125
1781116024245160192,0.06235313415527344,0.150390625,-0.3784027099609375,-0.9609527587890625
1781116024255195136,0.0723881721496582,0.1389617919921875,-0.4141693115234375,-0.96929931640625
1781116024265229056,0.08242201805114746,0.1339569091796875,-0.4139251708984375,-0.9725494384765625
1781116024275262976,0.09245610237121582,0.1246185302734375,-0.4111328125,-0.9892120361328125
1781116024285298176,0.10249114036560059,0.113189697265625,-0.4163665771484375,-0.9951934814453125
1781116024295331840,0.11252498626708984,0.1122589111328125,-0.4381866455078125,-0.99737548828125
1781116024305366016,0.1225590705871582,0.108489990234375,-0.485504150390625,-1.0052642822265625
1781116024315400960,0.13259410858154297,0.091064453125,-0.5391693115234375,-1.026611328125
1781116024325435136,0.14262819290161133,0.0598907470703125,-0.5635223388671875,-1.1021270751953125
1781116024335469056,0.15266203880310059,0.04486083984375,-0.5298614501953125,-1.1686553955078125
1781116024345504000,0.16269707679748535,0.080963134765625,-0.4840240478515625,-1.1790771484375
1781116024355538176,0.1727311611175537,0.06756591796875,-0.4990386962890625,-1.1252288818359375
1781116024365572096,0.18276500701904297,0.0041656494140625,-0.6036224365234375,-1.081451416015625
1781116024375607040,0.19280004501342773,0.0302276611328125,-0.6891021728515625,-1.0916900634765625
1781116024385641216,0.2028341293334961,0.1370849609375,-0.665985107421875,-1.034881591796875
1781116024395675136,0.21286821365356445,0.1576385498046875,-0.5504150390625,-1.00360107421875
1781116024405709056,0.2229020595550537,0.1237945556640625,-0.3996429443359375,-1.0354766845703125
1781116024415744000,0.23293709754943848,0.117706298828125,-0.3256988525390625,-0.981964111328125
1781116024425778176,0.24297118186950684,0.1050567626953125,-0.3355865478515625,-0.942779541015625
1781116024435812096,0.2530050277709961,0.125335693359375,-0.3607330322265625,-0.9161376953125
1781116024445847040,0.26304006576538086,0.171112060546875,-0.38201904296875,-0.82366943359375
1781116024455881216,0.2730741500854492,0.1877593994140625,-0.3767242431640625,-0.769195556640625
1781116024465914880,0.2831079959869385,0.187896728515625,-0.370697021484375,-0.720977783203125
1781116024475950080,0.29314303398132324,0.19287109375,-0.3569183349609375,-0.6653289794921875
1781116024485984000,0.3031771183013916,0.2017974853515625,-0.3516387939453125,-0.6537322998046875
1781116024496018176,0.31321120262145996,0.2178192138671875,-0.338348388671875,-0.66693115234375
1781116024506052864,0.3232460021972656,0.230194091796875,-0.314208984375,-0.6319427490234375
1781116024516087040,0.333280086517334,0.21136474609375,-0.3104705810546875,-0.6299285888671875
1781116024526121216,0.34331417083740234,0.168853759765625,-0.3072509765625,-0.626220703125
1781116024536156160,0.3533492088317871,0.130401611328125,-0.3103179931640625,-0.6372528076171875
1781116024546190080,0.36338305473327637,0.114532470703125,-0.321929931640625,-0.6469879150390625
1781116024556222720,0.3734157085418701,0.1114349365234375,-0.3447113037109375,-0.6476593017578125
1781116024566257408,0.3834505081176758,0.1014862060546875,-0.3805694580078125,-0.655120849609375
1781116024576291584,0.39348459243774414,0.092529296875,-0.4400482177734375,-0.591033935546875
1781116024586325760,0.4035186767578125,0.1385040283203125,-0.5636444091796875,-0.3084259033203125
1781116024596359424,0.41355252265930176,0.260223388671875,-0.7189788818359375,-0.3044891357421875
1781116024606394624,0.4235875606536865,0.297760009765625,-0.6564788818359375,-0.2111358642578125
1781116024616428544,0.4336216449737549,0.2822265625,-0.492523193359375,-0.3036956787109375
1781116024626462464,0.44365549087524414,0.1212310791015625,-0.38897705078125,-0.528717041015625
1781116024636497408,0.4536905288696289,-0.0282745361328125,-0.35809326171875,-0.774078369140625
1781116024646531584,0.46372461318969727,-0.0760040283203125,-0.2629852294921875,-0.95062255859375
1781116024656565760,0.4737586975097656,-0.079345703125,-0.2090911865234375,-1.044189453125
1781116024666600448,0.4837934970855713,-0.1271514892578125,-0.2410125732421875,-1.0781097412109375
1781116024676634624,0.49382758140563965,-0.2201690673828125,-0.430084228515625,-1.0590362548828125
1781116024686668544,0.503861665725708,-0.3086395263671875,-0.5782623291015625,-1.070465087890625
1781116024696703744,0.5138967037200928,-0.3603668212890625,-0.5653076171875,-1.0881195068359375
1781116024706737408,0.523930549621582,-0.359375,-0.4458770751953125,-1.1219024658203125
1781116024716771584,0.5339646339416504,-0.27435302734375,-0.3072052001953125,-1.1724700927734375
1781116024726806528,0.5439996719360352,-0.149993896484375,-0.2653045654296875,-1.2072906494140625
1781116024736840448,0.5540335178375244,-0.06365966796875,-0.300537109375,-1.2095947265625
1781116024746874624,0.5640676021575928,-0.0141143798828125,-0.3529815673828125,-1.2193756103515625
1781116024756909568,0.5741026401519775,0.0051727294921875,-0.41107177734375,-1.22314453125
1781116024766943488,0.5841364860534668,0.0150909423828125,-0.4390869140625,-1.2215728759765625
1781116024776977664,0.5941705703735352,0.0350341796875,-0.4385986328125,-1.2130279541015625
1781116024787011584,0.6042046546936035,0.0502777099609375,-0.428741455078125,-1.202545166015625
1781116024797046784,0.6142396926879883,0.02679443359375,-0.4174957275390625,-1.2250213623046875
1781116024807080448,0.6242735385894775,0.0070343017578125,-0.40625,-1.3036346435546875
1781116024817114624,0.6343076229095459,0.04180908203125,-0.39190673828125,-1.37518310546875
1781116024827149568,0.6443426609039307,0.082244873046875,-0.415252685546875,-1.4045562744140625
1781116024837183488,0.6543765068054199,0.0880889892578125,-0.4640350341796875,-1.4288482666015625
1781116024847217664,0.6644105911254883,0.07305908203125,-0.5139923095703125,-1.4500732421875
1781116024857252608,0.674445629119873,0.044219970703125,-0.571929931640625,-1.43603515625
1781116024867286784,0.6844797134399414,0.0062103271484375,-0.638214111328125,-1.4630126953125
1781116024877320448,0.6945135593414307,-0.015899658203125,-0.675689697265625,-1.4867095947265625
1781116024887355648,0.7045485973358154,-0.0424346923828125,-0.687774658203125,-1.46221923828125
1781116024897389568,0.7145826816558838,-0.081878662109375,-0.708648681640625,-1.4294586181640625
1781116024907423488,0.724616527557373,-0.1170654296875,-0.719512939453125,-1.3936614990234375
1781116024917458432,0.7346515655517578,-0.1413726806640625,-0.7051239013671875,-1.3795166015625
1781116024927492608,0.7446856498718262,-0.1720123291015625,-0.635467529296875,-1.3446502685546875
1781116024937526528,0.7547194957733154,-0.2053070068359375,-0.5509033203125,-1.32366943359375
1781116024947561472,0.7647545337677002,-0.2099151611328125,-0.46685791015625,-1.330322265625
1781116024957595648,0.7747886180877686,-0.1879119873046875,-0.4221038818359375,-1.287261962890625
1781116024967629568,0.7848227024078369,-0.1694488525390625,-0.37725830078125,-1.2465972900390625
1781116024977664512,0.7948575019836426,-0.1494598388671875,-0.296173095703125,-1.2152862548828125
1781116024987698432,0.8048915863037109,-0.1329803466796875,-0.2045745849609375,-1.14752197265625
1781116024997732608,0.8149256706237793,-0.12164306640625,-0.149383544921875,-1.0820770263671875
1781116025007767552,0.8249607086181641,-0.13604736328125,-0.1252899169921875,-0.9829254150390625
1781116025017801472,0.8349945545196533,-0.181884765625,-0.0814666748046875,-0.8663177490234375
1781116025027835648,0.8450286388397217,-0.2217559814453125,-0.007537841796875,-0.7852935791015625
1781116025037870592,0.8550636768341064,-0.230926513671875,0.0614013671875,-0.76568603515625
1781116025047904512,0.8650975227355957,-0.2158355712890625,0.139617919921875,-0.7275390625
1781116025057938688,0.8751316070556641,-0.176177978515625,0.2282257080078125,-0.6803436279296875
1781116025067973632,0.8851666450500488,-0.131866455078125,0.2849273681640625,-0.63800048828125
1781116025078007552,0.8952004909515381,-0.093719482421875,0.31658935546875,-0.56805419921875
1781116025088041472,0.9052345752716064,-0.05792236328125,0.3443450927734375,-0.5074615478515625
1781116025098075648,0.9152686595916748,-0.0375518798828125,0.3633270263671875,-0.4545745849609375
1781116025108110592,0.9253036975860596,-0.029205322265625,0.3735504150390625,-0.3750152587890625
1781116025118144512,0.9353375434875488,-0.031463623046875,0.361419677734375,-0.2499847412109375
