time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw
1780770798569383424,0.04891037940979004,-0.014110958203673363,-0.08984779566526413,-0.03648323565721512,-0.06452400237321854,-0.05670755356550217,-0.9963036179542542,0.09728462249040604,0.021932773292064667,-0.01413339376449585,-0.8760665432267828,-0.04040894918516763,0.014673316892609856,-0.48026984686425295,0.056737990461608864,-0.0646730752708652,1.0047740148114577
1780770798579417344,0.0589444637298584,0.0029575082007795572,-0.03215227648615837,-0.02578451670706272,-0.06517072767019272,-0.05666712671518326,-0.9962638020515442,0.06832930445671082,0.021053116768598557,-0.009809136390686035,-0.8761405757049061,-0.040544619929371695,0.014973990946794753,-0.4801140818015928,0.056697497270257614,-0.06532206231047323,1.0044464730197338
1780770798589452544,0.06897950172424316,0.020613733679056168,0.05806177109479904,-0.006967952009290457,-0.06501372903585434,-0.056772541254758835,-0.996268093585968,-0.0004312172532081604,0.007929157465696335,-0.0017482638359069824,-0.8761822493232028,-0.04055182050133966,0.014883155384817978,-0.4800402881246584,0.05680308398983938,-0.06516486606189915,1.0042758520076753
1780770798599486464,0.07901334762573242,0.04678941145539284,0.09213478118181229,0.0057542347349226475,-0.0642050951719284,-0.05711152032017708,-0.9963011741638184,-0.040119245648384094,-0.00035307928919792175,0.007134914398193359,-0.8761812338774394,-0.04050606328065691,0.014445907200938198,-0.48005935291010654,0.0571426119598677,-0.06435447266344471,1.0042981832542883
1780770798609521408,0.08904838562011719,0.04913405701518059,0.0664810910820961,-0.0017755868611857295,-0.06338807940483093,-0.057621341198682785,-0.9963241219520569,-0.027111798524856567,0.0017131343483924866,0.011552393436431885,-0.8761692025423358,-0.040533617917955955,0.013963197223339191,-0.48009326555870535,0.05765327511659322,-0.06353631394223874,1.0043621268447491
1780770798619555584,0.09908246994018555,0.027558458968997,0.014631473459303379,-0.013029838912189007,-0.06297223269939423,-0.058010414242744446,-0.9963278770446777,0.008834056556224823,-0.0004154890775680542,0.00816875696182251,-0.8761839522669678,-0.04060393682016503,0.013688284666450919,-0.4800682592915766,0.05804299925189581,-0.06312036426386457,1.0043042964398465
1780770798629590528,0.10911750793457031,-0.003827161155641079,-0.010163221508264542,-0.011988542973995209,-0.06294979900121689,-0.05813850462436676,-0.9963218569755554,0.02886166423559189,-0.00558219850063324,0.00329512357711792,-0.8762120444823243,-0.040653984556719494,0.013650136986994327,-0.48001406135083646,0.05817130857247624,-0.06309831722560763,1.0041857205202722
1780770798639624448,0.11915135383605957,-0.026391858235001564,-0.011782156303524971,0.0014790623681619763,-0.06304722279310226,-0.05797598883509636,-0.9963251352310181,0.02494603395462036,-0.009483113884925842,-0.003979980945587158,-0.8762297943474389,-0.04060556070121887,0.013733412991357143,-0.47998315681782655,0.058008517884868244,-0.06319550251427408,1.004111888887675
1780770798649659392,0.12918639183044434,-0.01619141921401024,-0.0030188928358256817,0.007988893426954746,-0.06311668455600739,-0.05774471536278725,-0.9963341951370239,0.011755608022212982,-0.005701329559087753,-0.005298435688018799,-0.8762227581619275,-0.04052091885799489,0.0138187144928209,-0.48000071695294866,0.05777685625841092,-0.06326437106996345,1.0041441580627004
1780770798659694336,0.1392214298248291,0.004596150945872068,0.00505554536357522,0.016030307859182358,-0.06311069428920746,-0.05769117921590805,-0.9963376522064209,0.0023959800601005554,-0.0013755857944488525,0.0016477704048156738,-0.8761931798431002,-0.040496817782877996,0.013826380893522186,-0.4800566405405601,0.05772322918438527,-0.06325816202962174,1.004269007894758
1780770798669728512,0.14925551414489746,0.0034019898157566786,0.008314722217619419,0.01869533210992813,-0.06303886324167252,-0.057725340127944946,-0.996340274810791,-0.00014778226613998413,-0.0005174614489078522,0.007692813873291016,-0.8761535286172116,-0.04049566738766391,0.013783244611950662,-0.4801302363797353,0.0577574458020636,-0.06318619497213344,1.0044352696979217
1780770798679763456,0.15929055213928223,0.00660737045109272,0.007393267937004566,0.019130758941173553,-0.06294672936201096,-0.05774802714586258,-0.9963447451591492,0.0005077794194221497,0.0013210251927375793,0.011664628982543945,-0.8761049812958507,-0.040484838225856135,0.01373316030837774,-0.48022116757114486,0.05778017326917859,-0.06309380721933652,1.0046396536763167
1780770798689797376,0.16932439804077148,0.001748432987369597,0.005204016342759132,0.024899166077375412,-0.06288965791463852,-0.0577627532184124,-0.9963474869728088,0.0021749362349510193,0.0015951506793498993,0.008966505527496338,-0.8760511524045678,-0.04047909513930961,0.013699973778026378,-0.4803207653924105,0.05779492167829083,-0.06303657446530554,1.0048650730730815
1780770798699832320,0.17935943603515625,-0.012008392252027988,0.002673481125384569,0.027808936312794685,-0.062859445810318,-0.057684190571308136,-0.9963539838790894,0.004753977060317993,-0.0011384375393390656,0.0020302534103393555,-0.8759869028940048,-0.040439158552876976,0.013700059285797029,-0.480441508958354,0.05771623056174879,-0.06300596681524745,1.0051356569184222
1780770798709866496,0.1893935203552246,-0.013766610994935036,-0.0023423167876899242,0.028520267456769943,-0.062494318932294846,-0.05760582536458969,-0.9963814616203308,0.004571959376335144,-0.0013541392982006073,0.0033394694328308105,-0.8759306717619977,-0.04031838012630824,0.013553392500522616,-0.48055819646018527,0.05763773169368817,-0.06263922540194558,1.0053814273070232
1780770798719901440,0.19942855834960938,-0.019714782014489174,-0.007421097718179226,0.029177801683545113,-0.06225929036736488,-0.05755727365612984,-0.9963989853858948,0.005221936851739883,-0.001036476343870163,0.0017243027687072754,-0.8758668956426373,-0.040242219276996886,0.01345623288333454,-0.4806836354405254,0.05758910060086064,-0.06240316820272771,1.0056547325241347
