version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
4,Watch6.6,1780949338760,2026-06-08_20-08-58,Europe/Berlin,watchos,1.59,2392741E-E9ED-4DFC-95B8-5FD51B40E07D,WatchAccelerometerUncalibrated|WatchCompass|WatchLocation|WatchMagnetometer|WatchBarometer|HeartRate|WristMotion,0|0|0|0|0|0|0,false
