time,seconds_elapsed,bpm
1781556292518092032,4.001384019851685,130.0
1781556295518092032,7.001384019851685,127.0
1781556302518092032,14.001384019851685,113.0
1781556306518092032,18.001384019851685,111.0
1781556311518092032,23.001384019851685,107.0
1781556313518092032,25.001384019851685,108.0
1781556321518092032,33.001384019851685,111.0
1781556326518092032,38.001384019851685,114.0
1781556328518092032,40.001384019851685,114.0
1781556333518092032,45.001384019851685,107.0
1781556338518092032,50.001384019851685,114.0
1781556347518092032,59.001384019851685,110.0
1781556352518092032,64.00138401985168,108.0
1781556354518092032,66.00138401985168,107.0
1781556358518092032,70.00138401985168,111.0
1781556366518092032,78.00138401985168,108.0
1781556372518092032,84.00138401985168,106.0
