time,seconds_elapsed,relativeAltitude,pressure
1781556294154610176,5.63790225982666,-0.03000068664550781,97.98640441894531
1781556296713541888,8.196834087371826,-0.04999923706054688,97.98685455322266
1781556299280545024,10.763837099075317,-0.03000068664550781,97.98690795898438
1781556301855646976,13.338939189910889,-0.02000045776367188,97.98670196533203
1781556304412940032,15.89623212814331,-0.02000045776367188,97.98665618896484
1781556306985285120,18.46857714653015,-0.04000091552734375,97.98690032958984
1781556309552922880,21.03621506690979,-0.05999946594238281,97.98699188232422
1781556312123447040,23.606739044189453,-0.04999923706054688,97.98711395263672
1781556314694036992,26.177329063415527,-0.05999946594238281,97.98723602294922
1781556317260741888,28.74403405189514,-0.06999969482421875,97.98725128173828
1781556319838551040,31.321843147277832,-0.05999946594238281,97.98709106445312
1781556322406013952,33.88930606842041,-0.06999969482421875,97.9871826171875
1781556324969314048,36.452606201171875,-0.06999969482421875,97.9873046875
1781556327542185984,39.02547812461853,-0.05999946594238281,97.98729705810547
1781556330105533952,41.588826179504395,-0.07999992370605469,97.98727416992188
1781556332680453888,44.16374611854553,-0.09000015258789062,97.98747253417969
1781556335245336064,46.728628158569336,-0.09000015258789062,97.98763275146484
1781556337818476032,49.3017680644989,-0.1100006103515625,97.98766326904297
1781556340396665088,51.87995719909668,-0.1200008392333984,97.9878158569336
1781556342958702080,54.441994190216064,-0.1399993896484375,97.98802185058594
1781556345531489792,57.0147819519043,-0.1299991607666016,97.98809814453125
1781556348125290752,59.608582973480225,-0.1200008392333984,97.9878158569336
1781556350664092928,62.147385120391846,-0.1100006103515625,97.98768615722656
1781556353225587968,64.70887994766235,-0.1000003814697266,97.98772430419922
1781556355802263040,67.28555512428284,-0.1100006103515625,97.98773193359375
1781556358369627904,69.8529200553894,-0.1000003814697266,97.9877700805664
1781556360942980096,72.42627215385437,-0.1000003814697266,97.98770904541016
1781556363508080896,74.99137306213379,-0.09000015258789062,97.98766326904297
1781556366076136192,77.55942821502686,-0.09000015258789062,97.98743438720703
1781556368650120960,80.13341307640076,-0.09000015258789062,97.98748779296875
1781556371210232064,82.69352412223816,-0.1100006103515625,97.9876708984375
1781556373784980992,85.26827311515808,-0.1200008392333984,97.98773956298828
