time,seconds_elapsed,bpm
1781116373062437888,3.1501970291137695,104.0
1781116378062437888,8.15019702911377,95.0
1781116379062437888,9.15019702911377,93.0
1781116384062437888,14.15019702911377,97.0
1781116393062437888,23.15019702911377,102.0
1781116398062437888,28.15019702911377,97.0
1781116399062437888,29.15019702911377,98.0
1781116408062437888,38.15019702911377,106.0
1781116413062437888,43.15019702911377,112.0
1781116414062437888,44.15019702911377,112.0
1781116423062437888,53.15019702911377,111.0
1781116424062437888,54.15019702911377,110.0
1781116429062437888,59.15019702911377,117.0
1781116438062437888,68.15019702911377,110.0
1781116442062437888,72.15019702911377,108.0
1781116444062437888,74.15019702911377,104.0
1781116453062437888,83.15019702911377,100.0
1781116454062437888,84.15019702911377,101.0
