time,seconds_elapsed,bpm
1781552174158406144,0.6769070625305176,167.0
1781552178158406144,4.676907062530518,164.0
1781552187158406144,13.676907062530518,144.0
1781552190158406144,16.676907062530518,142.0
1781552197158406144,23.676907062530518,132.0
1781552200158406144,26.676907062530518,130.0
1781552203158406144,29.676907062530518,131.0
1781552212158406144,38.67690706253052,118.0
1781552217158406144,43.67690706253052,113.0
1781552222158406144,48.67690706253052,113.0
1781552224158406144,50.67690706253052,113.0
1781552228158406144,54.67690706253052,114.0
1781552234158406144,60.67690706253052,109.0
1781552240158406144,66.67690706253052,112.0
1781552247158406144,73.67690706253052,108.0
1781552249158406144,75.67690706253052,108.0
1781552255158406144,81.67690706253052,108.0
1781552258158406144,84.67690706253052,107.0
1781552266158406144,92.67690706253052,107.0
1781552268158406144,94.67690706253052,107.0
1781552273158406144,99.67690706253052,110.0
1781552281158406144,107.67690706253052,101.0
1781552287158406144,113.67690706253052,100.0
