version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
4,Watch6.6,1780495476283,2026-06-03_14-04-36,Europe/Berlin,watchos,1.59,2392741E-E9ED-4DFC-95B8-5FD51B40E07D,WristMotion|WatchAccelerometerUncalibrated|WatchMagnetometer|HeartRate|WatchCompass|WatchBarometer|WatchLocation,0|0|0|0|0|0|0,false
