time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1781556038349687040,-1.7422199249267578,49.42986202700528,11.082286357595263,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,21.638824251091606,-1.0,-1.0
1781556044707390976,4.615483999252319,49.42986410430344,11.08228949855668,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,21.373652528383538,-1.0,-1.0
1781556051046136832,10.954229831695557,49.4298642325134,11.082289682017063,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,21.81507708187159,-1.0,-1.0
1781556057246416128,17.1545090675354,49.42985872888435,11.082283294220165,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,20.412883979753893,-1.0,-1.0
1781556063443994112,23.352087020874023,49.42986069712711,11.082284378189042,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,18.737440693704535,-1.0,-1.0
1781556069659001856,29.567094802856445,49.42986200889879,11.082286339638882,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,21.92822638182976,-1.0,-1.0
1781556075848536064,35.75662899017334,49.42986201280816,11.082286353130181,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,21.88132456454139,-1.0,-1.0
1781556081402571264,41.31066417694092,49.42984348958286,11.082271243385062,0.0,317.7963278044542,-1.0,-1.0,30.177360343991584,20.695014,-1.0,-1.0
1781556082144485120,42.05257797241211,49.42984348317918,11.082271405716167,365.10335246266055,319.51335231007266,-1.0,-1.0,30.47633529787607,20.621115219831275,-1.0,-1.0
1781556088242656000,48.15074896812439,49.429862017495324,11.082286352500633,365.13743408203123,319.54743392944334,-1.0,-1.0,30.0,21.98898634897882,-1.0,-1.0
1781556093401622784,53.30971574783325,49.42984348317918,11.082271405716167,317.7963613127565,317.7963613127565,-1.0,-1.0,31.148179125793465,20.695014,-1.0,-1.0
1781556094473527040,54.381619930267334,49.42984347677198,11.082271568136091,365.10336082447725,319.51336067188936,-1.0,-1.0,31.479487625671364,20.631145313874992,-1.0,-1.0
1781556095318627840,55.22672080993652,49.42984524269339,11.08227227846018,364.5274455261231,318.9374453735352,-1.0,-1.0,30.0,19.033765196821847,-1.0,-1.0
1781556098051331072,57.95942401885986,49.429845242693865,11.082272278460367,364.5274455261231,318.9374453735352,-1.0,-1.0,30.0,19.033784224228718,-1.0,-1.0
