time,seconds_elapsed,bpm
1781556041474635008,1.382727861404419,141.0
1781556045474635008,5.382727861404419,134.0
1781556051474635008,11.382727861404419,126.0
1781556056474635008,16.38272786140442,119.0
1781556057474635008,17.38272786140442,119.0
1781556066474635008,26.38272786140442,117.0
1781556067474635008,27.38272786140442,118.0
1781556072474635008,32.38272786140442,120.0
1781556081474635008,41.38272786140442,120.0
1781556083474635008,43.38272786140442,119.0
1781556088474635008,48.38272786140442,109.0
1781556096474635008,56.38272786140442,112.0
