time,seconds_elapsed,latitude,longitude,ellipsoidalAltitude,altitude,course,speed,verticalAccuracy,horizontalAccuracy,speedAccuracy,courseAccuracy
1780586656197914112,-194.51508593559265,49.42990008633973,11.082888266787029,374.46942861247686,328.87942845988897,-1.0,-1.0,188.20932318695375,44.63830414875128,-1.0,-1.0
1780586850953492992,0.2404930591583252,49.42990008633973,11.082888266787029,374.46942861247686,328.87942845988897,-1.0,-1.0,188.20932318695375,44.63830414875128,-1.0,-1.0
1780586851367205120,0.6542050838470459,49.429915464389566,11.082391525195089,374.4697910087171,328.8797908561292,-1.0,-1.0,189.86982231424636,23.981529849904312,-1.0,-1.0
1780586857709882112,6.99688196182251,49.42990337701366,11.082361262510803,374.46985204387335,328.87985189128545,-1.0,-1.0,189.86990396760393,24.222664488434987,-1.0,-1.0
1780586864071542016,13.35854196548462,49.429886661238164,11.082328472695023,374.46984059978155,328.87984044719366,-1.0,-1.0,189.87000642713784,18.872831801622453,-1.0,-1.0
1780586870439551744,19.72655177116394,49.4298996095562,11.082337720403546,374.46981771159795,328.87981755901006,-1.0,-1.0,189.87009763317903,18.07318304829184,-1.0,-1.0
1780586876794824192,26.08182406425476,49.42990287332492,11.082337562720301,374.46981771159795,328.87981755901006,-1.0,-1.0,189.87048347628388,19.05504959259476,-1.0,-1.0
1780586883165061120,32.45206093788147,49.42989576951723,11.082385887499608,364.69061285443604,319.10061270184815,-1.0,0.0,4.000000000000001,13.772996595250127,0.7185619110417696,-1.0
1780586883999112960,33.286113023757935,49.42989575274708,11.082386269965019,364.69061285443604,319.10061270184815,-1.0,0.0,3.9999999999999996,13.75116540882019,0.7185619110417696,-1.0
1780586884999178496,34.28617835044861,49.429895707463906,11.082387302707113,364.69061285443604,319.10061270184815,-1.0,0.0,4.000000000000003,13.69203585392126,0.7185619110417696,-1.0
1780586885999238400,35.28623843193054,49.42989568788029,11.082387749337302,364.69061285443604,319.10061270184815,-1.0,0.0,4.000000000000002,13.666387022369625,0.7185619110417696,-1.0
1780586886999294720,36.28629469871521,49.42988691271156,11.08244889941513,364.69061285443604,319.10061270184815,-1.0,0.0,4.000000000000001,10.630562921282602,0.7185619110417696,-1.0
1780586887999348480,37.28634834289551,49.42988694731522,11.082449459800948,364.69061285443604,319.10061270184815,-1.0,0.0,3.9999999999999996,10.578827426823972,0.7185619110417696,-1.0
1780586888999398144,38.28639817237854,49.42988754669329,11.082459166375425,364.69061285443604,319.10061270184815,-1.0,0.0,3.999999999999998,9.638654575557208,0.7185619110417696,-1.0
1780586889488847104,38.7758469581604,49.42990111488685,11.082411644226037,374.46977193523077,328.8797717826429,-1.0,-1.0,189.87195313828065,22.527222063586212,-1.0,-1.0
1780586895832632064,45.11963200569153,49.42993558934965,11.082478682357083,374.46963079143194,328.87963063884405,-1.0,-1.0,189.87220465959604,43.19453237401019,-1.0,-1.0
1780586902388073984,51.675073862075806,49.429939120699764,11.082376696816903,374.4698100822034,328.87980992961553,-1.0,-1.0,189.8723058543041,20.79288221651052,-1.0,-1.0
1780586908751760896,58.03876090049744,49.429980283139734,11.082581574790252,374.4695010917249,328.879500939137,-1.0,-1.0,189.87239680834898,22.978148698316073,-1.0,-1.0
1780586915148830976,64.43583083152771,49.429992557721114,11.082480773095277,374.4698138969007,328.8798137443128,-1.0,-1.0,189.87249971890924,23.987386717977728,-1.0,-1.0
1780586927930896896,77.21789693832397,49.430020893454405,11.08237170785048,374.4704433219495,328.8804431693616,-1.0,-1.0,189.87272991143226,39.015330861385934,-1.0,-1.0
1780586934326788864,83.61378884315491,49.42989864059481,11.082234393334277,374.4699130790296,328.8799129264417,-1.0,-1.0,189.87282327095522,20.479873103939983,-1.0,-1.0
1780586939749886976,89.0368869304657,49.42989864059481,11.082234393334277,374.4699130790296,328.8799129264417,-1.0,-1.0,189.87282327095522,20.479873103939983,-1.0,-1.0
1780586940605607936,89.89260792732239,49.42983929044014,11.082473000367973,364.6720248525962,319.08202470000833,-1.0,0.5628122740039221,3.0,3.6186268068401706,2.8073974954647727,-1.0
1780586941000128256,90.28712821006775,49.42984071655387,11.08247324522877,364.6689885240048,319.0789883714169,-1.0,0.8432349602019517,3.0,3.5238712427952756,2.772203997503438,-1.0
1780586942000130304,91.28713011741638,49.42984368164067,11.082472942576848,364.6714620338753,319.0814618812874,347.5871847200018,1.1563569672253455,3.0,3.519618318610078,2.828635991206921,180.0
1780586943000132608,92.28713250160217,49.42983963151568,11.082474992134786,364.6951619768515,319.10516182426363,-1.0,0.49904805293584603,3.0,4.541032869876308,2.717695690814872,-1.0
1780586944000133632,93.28713345527649,49.42983739505584,11.08247535040066,364.6911513051018,319.1011511525139,-1.0,0.11623641392836637,3.0,4.53963298874893,2.0048597782342648,-1.0
1780586945000135680,94.2871356010437,49.42984023104922,11.082475459086094,364.6951614934951,319.1051613409072,-1.0,0.16297099373299206,3.0,4.537745211142042,2.606182128182877,-1.0
1780586946000137216,95.28713726997375,49.42984401008309,11.08247965519686,364.6936575565487,319.1036574039608,-1.0,0.3821132730735293,3.0,4.3304985286127895,2.1770501015991934,-1.0
1780586947000138240,96.28713822364807,49.42984737099643,11.08248352507152,364.6935818316415,319.1035816790536,-1.0,0.2859405559757392,3.0,4.152422418220353,2.1104104389264178,-1.0
1780586948000140032,97.28713989257812,49.42984742809116,11.082487149805324,364.7131101619452,319.12311000935733,-1.0,0.39078131899551255,3.0,3.999640944348091,2.9088629822539893,-1.0
1780586949000140800,98.28714084625244,49.42984744582251,11.082488644713202,364.71617062203586,319.12617046944797,-1.0,0.28262820623360796,3.0,3.996858367943765,2.381587603816567,-1.0
