time,seconds_elapsed,magneticBearing
1780494778787103232,0.09999322891235352,187.19790649414062
1780494778797138176,0.11002826690673828,187.30612182617188
1780494778807172352,0.12006235122680664,187.34840393066406
1780494778817207296,0.1300973892211914,187.40176391601562
1780494778827242240,0.14013218879699707,187.46945190429688
1780494778837277184,0.15016722679138184,187.51641845703125
1780494778847312128,0.1602022647857666,187.557373046875
1780494778857347328,0.17023730278015137,187.59402465820312
1780494778867382272,0.18027234077453613,187.61981201171875
1780494778877417216,0.1903073787689209,187.6326141357422
1780494778887452160,0.20034217834472656,187.626220703125
1780494778897486336,0.21037626266479492,187.61019897460938
1780494778907521280,0.2204113006591797,187.6149444580078
1780494778917556224,0.23044633865356445,187.64572143554688
1780494778927591424,0.24048137664794922,187.69998168945312
1780494778937626112,0.2505161762237549,187.7571258544922
1780494778947661056,0.26055121421813965,187.80044555664062
1780494778957696256,0.2705862522125244,187.82229614257812
1780494778967731200,0.2806212902069092,187.79798889160156
1780494778977766400,0.29065632820129395,187.71603393554688
1780494778987800064,0.3006901741027832,187.58872985839844
1780494778997835264,0.31072521209716797,187.4085235595703
1780494779007870208,0.32076025009155273,186.7280731201172
1780494779017905152,0.3307952880859375,186.50271606445312
1780494779027940352,0.34083032608032227,186.24856567382812
1780494779037975296,0.35086536407470703,185.9574737548828
1780494779048010240,0.3609004020690918,185.60894775390625
1780494779058045184,0.37093520164489746,185.13931274414062
1780494779068080128,0.3809702396392822,184.5264892578125
1780494779078114304,0.3910043239593506,183.77813720703125
1780494779088149248,0.40103936195373535,182.82452392578125
1780494779098184448,0.4110743999481201,181.7107391357422
1780494779108219136,0.4211091995239258,180.50682067871094
1780494779118254080,0.43114423751831055,179.21873474121094
1780494779128289280,0.4411792755126953,177.87442016601562
1780494779138324224,0.4512143135070801,176.47463989257812
1780494779148359424,0.46124935150146484,174.99200439453125
1780494779158394368,0.4712843894958496,173.3984375
1780494779168429056,0.4813191890716553,171.7201385498047
1780494779178463232,0.49135327339172363,170.00599670410156
1780494779188498176,0.5013883113861084,168.2917938232422
1780494779198533376,0.5114233493804932,166.5901336669922
1780494779208568320,0.5214583873748779,164.90953063964844
1780494779218603008,0.5314931869506836,163.25888061523438
1780494779228638208,0.5415282249450684,161.62384033203125
1780494779238673152,0.5515632629394531,160.0072021484375
1780494779248708352,0.5615983009338379,158.4232635498047
1780494779258743296,0.5716333389282227,157.28892517089844
1780494779268777216,0.5816671848297119,155.85218811035156
1780494779278812160,0.5917022228240967,154.52642822265625
1780494779288847104,0.6017372608184814,153.24940490722656
1780494779298882304,0.6117722988128662,152.03627014160156
1780494779308917248,0.621807336807251,150.85694885253906
1780494779318952448,0.6318423748016357,149.73912048339844
1780494779328987136,0.6418771743774414,148.72842407226562
1780494779339022080,0.6519122123718262,147.82496643066406
1780494779349057280,0.6619472503662109,147.0172882080078
1780494779359091200,0.6719813346862793,146.27340698242188
1780494779369126400,0.6820163726806641,145.57069396972656
1780494779379161088,0.6920511722564697,144.92214965820312
1780494779389196032,0.7020862102508545,144.32481384277344
1780494779399231232,0.7121212482452393,143.7320098876953
1780494779409266176,0.722156286239624,142.34323120117188
1780494779419301376,0.7321913242340088,141.7932586669922
1780494779429336320,0.7422263622283936,141.2763214111328
1780494779439371264,0.7522614002227783,140.77989196777344
1780494779449405184,0.7622952461242676,140.2761688232422
1780494779459440128,0.7723302841186523,139.82583618164062
1780494779469475328,0.7823653221130371,139.39480590820312
1780494779479510272,0.7924003601074219,139.0147705078125
1780494779489545472,0.8024353981018066,138.78431701660156
1780494779499580416,0.8124704360961914,138.53932189941406
1780494779509615104,0.8225052356719971,138.314697265625
1780494779519650304,0.8325402736663818,138.16232299804688
1780494779529685248,0.8425753116607666,137.9965362548828
1780494779539719424,0.852609395980835,137.8249969482422
1780494779549754368,0.8626444339752197,137.67703247070312
1780494779559789056,0.8726792335510254,137.5001983642578
1780494779569824256,0.8827142715454102,137.29290771484375
1780494779579859200,0.8927493095397949,137.0601806640625
1780494779589894400,0.9027843475341797,136.8030242919922
1780494779599929344,0.9128193855285645,136.4981231689453
1780494779609964288,0.9228544235229492,136.12554931640625
1780494779619999232,0.9328892230987549,135.68408203125
1780494779630033152,0.9429233074188232,135.16552734375
1780494779640068352,0.952958345413208,134.5831298828125
1780494779650103296,0.9629933834075928,133.9453582763672
1780494779660138496,0.9730284214019775,133.24868774414062
