version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
4,Watch6.6,1780770978479,2026-06-06_18-36-18,Europe/Berlin,watchos,1.59,2392741E-E9ED-4DFC-95B8-5FD51B40E07D,WatchLocation|WristMotion|WatchAccelerometerUncalibrated|HeartRate|WatchCompass|WatchMagnetometer|WatchBarometer,0|0|0|0|0|0|0,false
